Layer,Sparsity,Compression Ratio,Compressed Size,Actual Size
Conv Layer 1,0.6607944214876033,3.0398274709491178,5095026,15488000
Conv Layer 2,0.7517504000914494,3.7871321033839336,2956707,11197440
Conv Layer 3,0.8176297460552269,4.2210359086599984,1229954,5191680
Conv Layer 4,0.7890948594674556,3.61126182149028,958424,3461120
Conv Layer 5,0.8700929178994082,5.753688816187569,601548,3461120
